Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,sentiment_score,sentiment_label
2255,JERILEE MONAGHAN,5.0,hard rate memory hard many words. memory card suppose problems.,2014-05-31,191,0,0,0,0,0.0,0.0,-0.5423,neg
2256,Jermaine B.,5.0,"htc evo design 4g added card it. like 4x faster transfer file computer game like 2 put massive amount file microsd load much faster. put apps sd noticed difference performance game one problem though, phone would repeatedly say card unmounted find card. popping battery cover pulling card would fix this, reboot. thought fault card, since upgraded htc evo 4g lte, issue issue phone reading card, might phone.",2014-09-02,97,0,0,0,0,0.0,0.0,-0.1027,neg
2257,"Jerrod Kowalski ""Jerrod Kowalski""",5.0,"minimum speed class want video recording. faster job value good. make sure check see camera putting take card capacity. seems odd use card 32gb, check first. also check web site firmware updates. many camera take first now. say commodity like memory, get store stuff like crazy. fair 1080p hold insane amount video images, likely shoot 2 week trip, always use extra space storage maybe format work new 4k camera; need sure...",2014-01-16,326,0,0,0,0,0.0,0.0,0.6597,pos
2258,Jerry Dexter,5.0,expected 32gb sd card. never tested read/write speed never problem music videos.,2013-08-22,473,0,0,0,0,0.0,0.0,0.3089,pos
2259,Jerry Heald,5.0,memory card working flawlessly. price dropping nicely. amazing storage capacity something small.,2013-07-14,512,0,0,0,0,0.0,0.0,0.8176,pos
2260,Jerry,5.0,easy install s4 expansion memory completed issue. product work advertised.,2013-05-27,560,0,0,0,0,0.0,0.0,0.4404,pos
2261,Jerry,4.0,good priced memory come plain white adaptor sd card size. forget put guess works.,2014-05-01,221,0,0,0,0,0.0,0.0,0.25,pos
2262,jerry,5.0,got tablet 32 board. like book hold lot. quality price great.,2014-02-06,305,0,0,0,0,0.0,0.0,0.765,pos
2263,Jerry,4.0,memory fine adapter came useless. contact seller since another use.,2013-01-27,680,0,0,0,0,0.0,0.0,-0.25,neg
2264,Jerry L. Harper,5.0,sandisk ultra 64 gb class 10 used extra storage space surface rt. everything worked expected. well worth money.,2013-10-11,423,0,0,0,0,0.0,0.0,0.4588,pos
2265,Jerry N. Owens,4.0,item work great garmin dash cam 10 garmin hand held gps. good money.,2014-08-05,125,0,0,0,0,0.0,0.0,0.8807,pos
2266,jerry-one,4.0,"would recommend memory card anyone cell phone, tablet pc. memory card fast efficient.",2014-10-02,67,0,0,0,0,0.0,0.0,0.6486,pos
2267,"Jerry Sanchez ""piratesanchez""",5.0,placed memory card bluetooth loaded different music play,2014-06-16,175,0,0,0,0,0.0,0.0,0.34,pos
2268,Jerry Saperstein,5.0,"samsung galaxy s4 119gb fast microsdxc flash card storage available. amazon's rather amazing price, work cent way back early day hard drive storage, paid much per little fast. package claim read speed 30 mb/s. test indicate mb/s read mb/s storage capacity like software smartphone small tablet might future initial simple one 119gb usable storage chip even size device support microsdxc cards, buy one these. never much storage, definitely hard-pressed fill card personally useful device - great",2014-03-17,266,8,2,10,6,0.8,0.4901624715366418,0.9238,pos
2269,Jerry Solomon,5.0,sandisk 16gb sd card. job way supposed to. use tablet zero complaints.,2014-03-20,263,0,0,0,0,0.0,0.0,-0.4019,neg
2270,jerzy p.,3.0,quickly went bad. used maybe 2 weeks. better keep bad deal. period.,2013-07-26,500,0,0,0,0,0.0,0.0,-0.6249,neg
2271,"Jess Baidwan ""Mr. Tidbit""",5.0,"buy new gadget new better one come great little card help keep envy bay becuase might fastest, wow huge library movies, song apps right fingertip becuase baby phone, buy one phone tablet format device, ensure 4 month still job. lot space apps, music movie still happy device. problem trouble report. good",2013-01-15,692,0,0,0,0,0.0,0.0,0.9533,pos
2272,Jesse Creps,5.0,great price fast large micro sd card! recieved super fast too! work perfectly droid verizon wanted $50 class 4 card like this.,2012-12-20,718,0,0,0,0,0.0,0.0,0.9458,pos
2273,Jesse,5.0,"price, help speed phone significantly freeing memory used camera apps.",2013-07-12,514,0,0,0,0,0.0,0.0,0.7003,pos
2274,Jesse,4.0,"good case, nice come sd adapter, fast transfer pictures, good memory card.",2013-08-15,480,0,0,0,0,0.0,0.0,0.8225,pos
2275,Jesse Ryski,5.0,"tend hold review test thing 2 year thorough works, issues. stated capacity, good speeds.",2014-04-30,222,0,0,0,0,0.0,0.0,0.4404,pos
2276,Jessica Edwards,5.0,"turn smartphone ipod store music, pictures, video it. accessed directly adapter via micro usb usb would highly recommend!",2014-04-22,230,0,0,0,0,0.0,0.0,0.474,pos
2277,Jesus Contreras,2.0,"unfortunately sd card fully compatible samsung galaxy s2. installed phone would tell &#34;sd card ready continuous cycle even formatting fat32, ntfs, fat card would work would revert back exfat recommend product get work rating due lack compatibility listing product site.",2013-09-04,460,0,0,0,0,0.0,0.0,0.0772,pos
2278,jesus,5.0,"i've buying sandisk yet experience durable fast accessing video photo phone, hesitate load. (all due memory card highly price got amazing!i highly recommend!",2013-09-09,455,0,0,0,0,0.0,0.0,0.3131,pos
2279,"Jettywolf ""Jettywolf""",5.0,worked great amazon price. hero 2 gopro's video's least twice week months.,2013-06-28,528,0,0,0,0,0.0,0.0,0.8555,pos
2280,"J. Euell ""JE""",5.0,"problem; fit seems fast. color good addition pop floor something, find it.",2013-11-23,380,0,0,0,0,0.0,0.0,0.4019,pos
2281,Jewell D. Britt,3.0,"chose item speed memory also sandisk brand disappointed. memory work fine motorola cell phone allowing store movies, pictures, music play phone. adapter, hand, feel flimsy trouble inserting two different reader even felt like like going break. several adapter adapter feel like material much thinner others. said that, purchase memory adapter purchased speed rating compatibility. thing equal would consider purchasing memory again.",2014-06-01,190,0,0,0,0,0.0,0.0,0.7964,pos
2282,jewel tones,5.0,bought one cellphone. never worry download space picture apps anything else.,2014-06-03,188,0,0,0,0,0.0,0.0,0.3412,pos
2283,jeye617,5.0,supposed supposed to. read 30 writes perfect peripheral gs3.,2012-04-12,970,0,0,0,0,0.0,0.0,0.5719,pos
2284,J. Ferrer,5.0,put 20 gb video micro sd card perfect fit function flawlessly.,2014-05-04,218,0,0,0,0,0.0,0.0,0.7906,pos
2285,J. F. Hindy,5.0,pro work galaxy note 3 (also work gf's galaxy note 2 brother's galaxy got sale. sale half make harder lose come converter use stuff like camera sd card slot computer. useful transfer none yet. we'll see long lasts.,2013-11-17,386,0,0,0,0,0.0,0.0,0.4019,pos
2286,"J. Foster ""labor guy""",5.0,second one purchased amazon great service first one bought 6 month ago. fast fit perfectly m surface computers.,2014-06-19,172,0,0,0,0,0.0,0.0,0.91,pos
2287,J. Foust,1.0,"exclusively used sandisk extreme card pro photography gear year never let down. one dud, though. plugged in, let phone format it, start copying it. everything copied fine, got done, that's started acting phone plugged computer using storage device, got ton error and/or message saying needed format card using it. phone would come time time saying inserted blank card. reboot phone, work fine little bit, error would start again. thought maybe way phone formatted, tried format computer, help thankfully i've 2 day trouble going back amazon refund i'll find reliable card phone.",2013-08-02,493,0,1,1,-1,0.0,0.0,-0.0772,neg
2288,J. Gauntlett,1.0,card worked great first. i've never problem sandisk past bought card galaxy s3 back october dead december. i'm disappointed purchase. maybe faulty card experience terrible get one star.,2013-12-01,372,0,1,1,-1,0.0,0.0,-0.7537,neg
2289,"J. Gerving ""JAG""",1.0,"never looked verify capacity card, clearly labeled 64gb installed clearly not. installed computer show available used. beware order one make sure getting pay for.",2014-01-29,313,0,1,1,-1,0.0,0.0,0.743,pos
2290,J. Gilbert,5.0,wife's 4 gb microsd card failed phone. order prevent issue got one phone one phone. able transfer photo music card plenty room spare.,2013-08-29,466,0,0,0,0,0.0,0.0,-0.4939,neg
2291,JGirl54,5.0,"bought card use samsung tab 2 since came 8gb storage 4gb left junk come with. found delete extra, apps without messing system. 32gb card, hope need anymore storage future. card immediately recognized system able use additional memory storage one reason got samsung instead apple products.",2013-12-08,365,0,0,0,0,0.0,0.0,0.4404,pos
2292,JGtz,5.0,perfect microsoft surface rt tablet. support bitlocker encryption keep password encrypted case lose it. issue playing hd video using window 8 default video player.,2013-09-01,463,0,0,0,0,0.0,0.0,0.6705,pos
2293,J. H. Carpenter,5.0,purchased card double disk space m surface rt. price right happy purchase. would recommend card anyone needing 32gb microsd card.,2013-10-16,418,0,0,0,0,0.0,0.0,0.7351,pos
2294,-J,5.0,"tested sd card speed play store app, get speed advertised allows download tv show perfect",2013-11-21,382,0,0,0,0,0.0,0.0,0.7269,pos
2295,J.,5.0,put 80 gb phone. purchasing needed devices.,2014-08-04,126,0,0,0,0,0.0,0.0,0.0,neg
2296,JH,5.0,"reformatted fat32, transferred file old phone, put galaxy s3, hardly thought since. huge work reliably.",2012-09-22,807,2,0,2,2,1.0,0.3423802275066531,0.2585,pos
2297,Jhonathan C,5.0,superb never get sooner research making move sold sandisk,2012-05-12,940,0,0,0,0,0.0,0.0,0.6249,pos
2298,jia j.,5.0,"fast very, really like, almost able use, phone play full hd, great!",2013-06-21,535,0,0,0,0,0.0,0.0,0.8709,pos
2299,Jianrui Zhang,4.0,"nice product, worked perfectly window 7. however, quite work placed inside at&t samsung galaxy s3. file copied shown s3's file googled bit problem, concluded phone's problem.",2012-12-14,724,0,0,0,0,0.0,0.0,0.3818,pos
2300,Jig,5.0,"card work great, lot space great transfer speeds. shipped quickly package great shape.",2014-01-28,314,0,0,0,0,0.0,0.0,0.9231,pos
2301,"Jim &#34;Tex&#34; K ""American Idle""",5.0,bought memory card dashcam work perfectly. problem write speed resolution video. trust sandisk quality product many use failure yet.,2013-02-06,670,0,0,0,0,0.0,0.0,0.3612,pos
2302,Jim Adams,5.0,"great addition phone, came sd card converter able transfer data old card using laptop. issue love extra space available photo videos.",2013-10-08,426,0,0,0,0,0.0,0.0,0.8519,pos
2303,Jim Besso,5.0,"sd card. nothing except work, thing worked perfectly. put window 8.1 device, worked perfectly. 59gb formatted free space it... expect get use full 64gb... recommend",2014-04-23,229,1,0,1,1,1.0,0.2065493143772374,0.9349,pos
2304,jimbo,5.0,"started useing minute got it, transferred old sd card new 64g micro card problem. arrived time packaged well.",2013-10-05,429,0,0,0,0,0.0,0.0,-0.1531,neg
2305,Jim C,5.0,"fast transfers. hesitant buy larger micro storage, thinking would easy storage fit phone perfect, hesitate buy again.",2013-10-06,428,0,0,0,0,0.0,0.0,0.7184,pos
2306,"Jim ""Electronics Engineer""",4.0,card may come different formats. reformat window xp machine finding hp utility via google get work properly samsung galaxy note 2.,2013-02-25,651,0,0,0,0,0.0,0.0,0.3818,pos
2307,Jim Hart,5.0,"mounted sandisk ultra 64gb microsdxc card dell venue 8 pro tablet data drive. card instantly recognized tablet, apparent delay read/write card (i ordered came sd adapter allows card used sd",2014-07-13,148,0,0,0,0,0.0,0.0,-0.3182,neg
2308,Jim,5.0,bought tablet. like capacity music movie files. purchased model never problem,2014-07-06,155,0,0,0,0,0.0,0.0,0.5801,pos
2309,Jim,5.0,bought replace 32gb microsd phone died me. one still guess that's good thing. 6 month good.,2013-10-15,419,0,0,0,0,0.0,0.0,0.296,pos
2310,Jim,5.0,"bought upgrade phone micro sd, work great lot storage. able test speed transfer google turn customer ability connect phone pc normal since.",2013-12-30,343,0,0,0,0,0.0,0.0,0.7506,pos
2311,jim,5.0,seen place beat price saved using main hard drive make 96 instead 28 came,2014-01-06,336,0,0,0,0,0.0,0.0,0.34,pos
2312,Jim,5.0,use family - 3 samsung flight ii phones. experienced problems. kid take lot picture phone.,2012-10-19,780,0,0,0,0,0.0,0.0,-0.4019,neg
2313,Jim,5.0,"super fast, ton room. love micro sd card? price even great. i've using phone 6 month i've zero problems. sped processing time camera app",2013-10-02,432,0,0,0,0,0.0,0.0,0.8885,pos
2314,Jim,5.0,"lot sd memory card market today, cheaper. always used san disk, never fail. fast reliable good solid performance digital camera. cannot go wrong san disk.",2013-08-01,494,0,0,0,0,0.0,0.0,0.8361,pos
2315,Jim Kavanaugh,4.0,"i'll never need memory card. fast, plug right in. need setup etc.. sandisk quality brand.",2013-12-18,355,0,0,0,0,0.0,0.0,0.0,neg
2316,jimk,5.0,use d-link web cam fast read/write reliable sandisk best! tried brand always fall back sandisk!,2013-09-20,444,0,0,0,0,0.0,0.0,0.6988,pos
2317,jimmy martinez,5.0,sandisk class 10 far memory card best! price card need camera phone bought go pro black edition worked flawlessly without buffering error. money sandisk would put money memory card...,2013-09-30,434,0,0,0,0,0.0,0.0,0.8201,pos
2318,"jiMMyoNewAy ""Gadget Pro""",5.0,already many review product wanted say card plain solid priced right well. hope see 128 gb soon.,2013-05-07,580,0,0,0,0,0.0,0.0,0.6808,pos
2319,"Jimswim ""Jimswim""",5.0,work advertised. problem work great new gopro silver edition.,2013-06-18,538,0,0,0,0,0.0,0.0,0.34,pos
2320,Jim W,5.0,64 gig work great sure else say really. much else say.,2013-08-04,491,0,0,0,0,0.0,0.0,0.7506,pos
2321,JimWil,5.0,"amazing memory chip card. le half size regular postage stamp, card fit garmin gps allows take oodles photo along viewing. and, come adapter allow using pc one many readers. 32 gigabyte tiny card reasonable price. highly recommended.",2013-07-24,502,0,0,0,0,0.0,0.0,0.8516,pos
2322,JJeggsandB,4.0,"purchased use using 2.5 month without issues. sure else say it, hopefully get couple year worth use it.",2013-10-12,422,0,0,0,0,0.0,0.0,0.3895,pos
2323,JJ,5.0,good low used dash cam. works. record 32g user regularly formatting 2 time keep memory good,2014-11-02,36,0,0,0,0,0.0,0.0,0.5719,pos
2324,JJ,5.0,use hisense sero 7 pro work great. good buy device,2013-08-07,488,0,0,0,0,0.0,0.0,0.7906,pos
2325,jj,5.0,work great say do. price come year quality improved. use note 3 great job. fill put everything external hard drive card used again.,2013-11-24,379,0,0,0,0,0.0,0.0,0.8979,pos
2326,jjl,5.0,"picked couple 32gb card 64gb card still expensive stock (i try buy amazon directly amazon faster many many sandisk card microsd (in smart phones), sdhc point shoot surveillance cameras, compact flash card",2012-09-12,817,0,0,0,0,0.0,0.0,0.4019,pos
2327,JJM,5.0,"nothing really say, except excellent memory, fast efficient. can't go wrong sandisk. using acer iconia tab, work like charm. thanks.",2013-05-06,581,0,0,0,0,0.0,0.0,0.947,pos
2328,J Johnson,5.0,"pretty awesome cheap, bought galaxy s4 figured i'd upgrade sd card 32 had, nice since s4 almost internal storage, still awesome phone though, talking today.",2013-10-24,410,0,0,0,0,0.0,0.0,0.9349,pos
2329,"jkap ""JK""",5.0,bought microsdxc card samsung galaxy note 10.1 2014 edition work great. transfer speed excellent. would definitely recommend friend.,2013-02-12,664,0,0,0,0,0.0,0.0,0.9451,pos
2330,J. Keller,5.0,"bought samsung tab3. work great, fast problem. also work samsung galaxy s4.",2014-12-02,6,0,0,0,0,0.0,0.0,0.34,pos
2331,"J. Kurz ""J. Q. Public""",5.0,"fastest microsdhc i've used. got tablet turned tablet microsdhc slot arrived. so, using camera. writes quickly next shot. i'm quite pleased performance card.i think may card even faster. need",2014-04-01,251,0,0,0,0,0.0,0.0,0.4927,pos
2332,jlggfn,4.0,"good product using smart phone. usual, amazon acceptable take forever open package seem take.",2014-01-13,329,0,0,0,0,0.0,0.0,0.8225,pos
2333,J.L,5.0,"previous card sandisk 32gb class 4 card. card's speed 3x faster! put music movie heart thing say order htc sensation 4g recognize it, reformat card, even though packaging say android compatible. even android it! lol formatting card window 7, able use phone. use fat32 utility cannot formatting forgot add first card sent work all. card try format. amazon sent one overnight without well return bad one course, process easier. card actually week deal day amazon card, purchased card came sandisk packaging indeed class 10 card.",2012-06-08,913,1,0,1,1,1.0,0.2065493143772374,0.8631,pos
2334,JLHSCTX,5.0,purchased use add-on memory motorola razr maxx phone. work great. package arrived good.,2013-01-30,677,0,0,0,0,0.0,0.0,0.7906,pos
2335,J. Lieberg,5.0,"use phone, work well enough. android like use card default, move thing that's beside point. card work well.",2014-02-26,285,0,0,0,0,0.0,0.0,0.6908,pos
2336,J. Lindell,5.0,"put memory card s3, formatted storage menu s3, downloaded sandisk memory zone app google phone. issue memory card i'll come back update review far good!",2012-12-12,726,0,0,0,0,0.0,0.0,0.4926,pos
2337,jlloyd50,5.0,"problem yet, work fine htc seems kinda slow i'm thinking problem phone interface card",2012-11-10,758,0,0,0,0,0.0,0.0,-0.5574,neg
2338,"J. Loucks ""Mommiedearest""",5.0,"looking extra storage device, it. store pics, song much more.",2013-01-12,695,0,0,0,0,0.0,0.0,0.0,neg
2339,jlp,5.0,"got expand memory galaxy note 2. love it. hold almost whole year worth picture video docs. phone took larger one, i'd get one too.",2014-01-13,329,0,0,0,0,0.0,0.0,0.7984,pos
2340,JLWJR,5.0,say micro sd. serf purpose work so. would recommend others,2014-05-03,219,0,0,0,0,0.0,0.0,0.4173,pos
2341,jmachado,5.0,sandisk ultra 32 gb fast. excellent. usefull device. problem.,2013-12-10,363,0,0,0,0,0.0,0.0,0.25,pos
2342,J. Metcalf,5.0,"solid card, used music phone apps, standing dslr functioned great purpose. got card $20, finally full.",2013-07-29,497,0,0,0,0,0.0,0.0,0.6908,pos
2343,J. M.,5.0,sandisk provides dependable storage new tablet. sandisk rely phone computers. never let down.,2013-09-26,438,0,0,0,0,0.0,0.0,0.0,neg
2344,"JM ""J.M.""",3.0,anybody getting 64 gb card aware card use need formatted. problem computer format 32 gb le ( got 28 gb card. sandisk tell what's use buy expensive card use 32 gb instead 64. google discover people problem. wish bought put galaxy note 2 android phone. think even sell 64 gb least informed people. heard application could make work buy something expect work without need around since i'm geek.,2013-04-01,616,0,1,1,-1,0.0,0.0,-0.5423,neg
2345,J. Moore,5.0,6 month later problems. solid product i'm happy it. would order again.,2013-06-30,526,0,0,0,0,0.0,0.0,0.3818,pos
2346,J. Morse,5.0,"opened micro disc adapter know them. went installing them, became clear. micro fit top adapter whole thing fit camera. neat high",2013-09-09,455,0,0,0,0,0.0,0.0,0.886,pos
2347,jmscreator,5.0,card work great phone. problem since bought thing! i'm certainly able record hd video right onto card problem. recommend need quick data delivery external card. recommend it!,2014-06-23,168,0,0,0,0,0.0,0.0,0.7707,pos
2348,jnaki,5.0,"using sandisk memory card since beginning sd cards. latest version recommended samsung galaxy 4 phone. zillion photos, video apps, original space becoming full saving due so, sandisk micro sd card answer. pop back easily phone, slip mini sd card provided slot, make sure put phone cover back unit. simple that. now, 32 gb extra space new phone store anything want store. (i constantly make backup home connection simply show phone data sd card data connected home computer. transferred largest photo/video file sd card. original 12gb open instant quality photo videos. original card get loaded again. camera take super quality photo videos, also take lot micro sd card le expensive ordering 32gb great original file sd card still show original gallery screen. still original 16gb show room next zillion photos, etc.",2013-09-22,442,0,0,0,0,0.0,0.0,0.9766,pos
2349,J. Navarro,5.0,"experienced problems, arrived really fast. great price gb size compatible android o tablet. well worth price! plus sandisk reputable brand trust. highly recommended!",2014-03-01,282,0,0,0,0,0.0,0.0,0.8923,pos
2350,J. Newton,5.0,say. plugged venue 8 always good luck sandisk brand.,2014-02-04,307,0,0,0,0,0.0,0.0,0.7096,pos
2351,"J. Norton ""Old & Wise""",4.0,"top end besides stupid expensive work fine. i've i'd get cheaper one suspect good, slow fail worth save couple bucks. work, work fast.",2014-12-01,7,0,0,0,0,0.0,0.0,0.128,pos
2352,JoanEsp,5.0,item came described: priced using microsd external always plugged mac. help store bunch file back up.,2013-07-19,507,0,0,0,0,0.0,0.0,0.4019,pos
2353,"Joan Heguy ""Collector of Things""",5.0,sandisk best brand get memory cards. bought two little gem go sandisk sansa clip zip work wonderfully.,2013-04-11,606,0,0,0,0,0.0,0.0,0.8442,pos
2354,"Joanna57 ""joanna57""",5.0,"work great, real deal (not fake, one often find - great galaxy tablet, adapter, slot easily computer.",2013-09-01,463,0,0,0,0,0.0,0.0,0.8176,pos
2355,Joao,5.0,seems chinese look like original one... work fine galaxy s4 also tablet... 100%,2013-10-21,413,0,0,0,0,0.0,0.0,0.6808,pos
2356,JOCELYN B.,5.0,"using sandisk sd card devices. cellphone, tablet pc. say, product one best!",2014-04-18,234,0,0,0,0,0.0,0.0,0.6696,pos
2357,Jo Creyf,5.0,2 scandisk ultra 32gb class 10 microsdhc cards. one acer iconia android tablet one linux laptop move file around. i've formatted differently make fit best operating system working great. issue great performance.i stream 1080p movie card without also used one card 1080p camera issue whatsoever keeping writing card.,2013-02-27,649,0,0,0,0,0.0,0.0,0.9423,pos
2358,Jody S,5.0,"maximize storage product. installed easily, even tablet tablet recognized problem. i'm pretty used picture storage successful transferring data device.",2013-05-17,570,0,0,0,0,0.0,0.0,0.7717,pos
2359,Joe Blow from Kokomo,5.0,got 32gb card droid razr maxx hd. recognized phone trouble it. shipping couple days.,2013-05-09,578,0,0,0,0,0.0,0.0,-0.4019,neg
2360,Joe Brawn,2.0,"bough said fast, not. i'm getting 13mb/s galaxy note ii fast excellent phone.",2013-02-25,651,0,3,3,-3,0.0,4.868360917120224e-17,0.5719,pos
2361,Joecompute,5.0,"installed lg smartphone without incident working without hitch ever since. word cannot lack it, make review long enough",2013-07-14,512,0,0,0,0,0.0,0.0,0.2411,pos
2362,JoeF,5.0,using dash camera purchased car. job - recording audio video fine.,2014-01-01,341,0,1,1,-1,0.0,0.0,0.2023,pos
2363,JoeG111,5.0,"good price, excellent camcorder. micro design required unit, give flexibility cell phones, etc. good buy",2013-01-27,680,0,0,0,0,0.0,0.0,0.8979,pos
2364,JOE,5.0,great price size cannot go wrong bought several already different size,2013-09-12,452,0,0,0,0,0.0,0.0,0.7687,pos
2365,Joe,5.0,regular 32gb card used blackberry slow though. replaced card definitely see difference speed z10. happy it! thing format card blackberry z10 it.,2013-06-07,549,0,0,0,0,0.0,0.0,0.7712,pos
2366,Joe,5.0,"look many highly positive review card get one. huge, fast reasonably priced high-speed come filesystem formatted exfat. depending device, may like need format fat32. problem window support formatting fat32 32gb. format fat32 linux use tool window [...]",2013-03-05,643,0,0,0,0,0.0,0.0,0.8268,pos
2367,Joe,5.0,sandisk make best storage medium there. also couple flash drive love.,2013-12-30,343,0,0,0,0,0.0,0.0,0.8555,pos
2368,joehud,5.0,i've officially expanded memory surface pro 2 amazing entire work stored device smaller thumbnail. great.,2013-08-12,483,0,0,0,0,0.0,0.0,0.836,pos
2369,Joe I.,5.0,"great price, great work cannon camera, note 3 could happier purchase",2014-04-02,250,0,0,0,0,0.0,0.0,0.9118,pos
2370,Joe in Bellingham,5.0,"excellent card use primarily also used, compatible, small digital camera camera's proprietary adaptor.",2014-04-07,245,0,0,0,0,0.0,0.0,0.5719,pos
2371,Joel,5.0,needed memory upgrade phone galaxy s3. time got sale yet fail once. store good amount medium device hold number 1080 movie full resolution picture taken. handy long trips.,2013-07-28,498,0,0,0,0,0.0,0.0,-0.0772,neg
2372,"Joel R. Daniel ""JRDevo""",3.0,"buy 16gb card install it, 14.8 exactly paid",2014-04-28,224,0,1,1,-1,0.0,0.0,0.0,neg
2373,"Joe Lupino ""AGuyNamedJoe""",5.0,using item extend memory capacity samsung galaxy 7.7 tablet. good price free work advertised!,2013-10-23,411,0,0,0,0,0.0,0.0,0.8016,pos
2374,joemaamah,4.0,phone storing majority mp3 collection loaded music fast. never seem problem skipping stuttering i've slower cards. probably would solid selection video (i tried photo save quickly allowing shot would missed before.,2013-12-16,357,0,0,0,0,0.0,0.0,0.3732,pos
2375,JOE MAL,2.0,class ten card failed phone : replaced another regular h 32gb sandisk card working fine. micro sdhc card 1/3 le price used best buy music,2014-07-01,160,0,0,0,0,0.0,0.0,0.4019,pos
2376,Joe Mama,5.0,"amazon ran good deal 64gb microsdxc, jumped arrived snapped test worked tried retrieve files. know became corrupt longer would reformat function devices. exchanged replacement amazon new one work beyond initial browsing seems much faster previous sdhc class 10 cards. thank amazon immediate exchange. highly recommended today's go data storage. review 2 stars, amazon's immediate replacement great customer service 5",2013-11-06,397,0,0,0,0,0.0,0.0,0.9286,pos
2377,JoeMofknDot,5.0,work can't complain plenty storage picture videos! buy needed!,2014-06-16,175,0,0,0,0,0.0,0.0,0.4007,pos
2378,joenaples,4.0,"work great asus android tablet. 32gb specification seems limit size, work great, happy write words.",2013-11-12,391,0,0,0,0,0.0,0.0,0.9169,pos
2379,Joenathan,5.0,"buy sdxc xperia arc even many saying support till 32gb sdhc, sdxc 64gb work perfectly xperia arc",2013-06-07,549,0,0,0,0,0.0,0.0,0.7845,pos
2380,"Joe P. of Pennsylvania ""JP""",5.0,used motorola droid x music files. loading file seem little jerky played fine. sure problem memory card phone. using amazon app motorola app came phone.,2014-02-20,291,0,0,0,0,0.0,0.0,0.4512,pos
2381,"Joe's Gadgets ""JOE H.""",5.0,got new samsung galaxy can't understand someone would buy class 4 5 6 buck class 10 micro fast 30mbs adapter using san disc flash memory year using android device anything need fast data transfer card,2012-09-21,808,0,0,0,0,0.0,0.0,0.0,neg
2382,"Joe Shmo ""DrPH""",5.0,"item work exactly advertised! negative review product must people mistakenly reviewed wrong product know have. sandisk ultra 32gb sdhc micro sd card truly class 10, work fine htc phone!",2012-01-11,1062,0,0,0,0,0.0,0.0,-0.7081,neg
2383,Joe Soileau,5.0,"work perfect samsung tablet, satisfied product, good quality awesome, highly recommended, fast shipment, plus",2014-04-19,233,0,0,0,0,0.0,0.0,0.9392,pos
2384,"JoeyCakes ""JoeyCakes""",5.0,work say . went 10 buck day bout whatever. great micro sd,2013-06-01,555,0,0,0,0,0.0,0.0,0.6249,pos
2385,Joeyd1275,1.0,"im upset right died , turned phone movie pic music gone. card died three month",2012-11-20,748,0,0,0,0,0.0,0.0,-0.8689,neg
2386,Joey,5.0,"love it, zte work really well phone, restarted phone time first put problem that, idea that, fit entire music collection android reached rock get rid damn ugly as ipod",2014-06-24,167,0,1,1,-1,0.0,0.0,0.2006,pos
2387,Joey J.,5.0,ordered go tablet ordered work well love tablet!,2013-09-24,440,0,0,0,0,0.0,0.0,0.7644,pos
2388,Joey Joe Joe Jr. Shabadoo,5.0,"complaints. wanted good class-10 microsdhc card, job. difficulty keeping recordings, photos, music, downloads, etc. finally, microsd card bottleneck download speed!",2014-03-17,266,0,0,0,0,0.0,0.0,-0.3595,neg
2389,Joe Z,5.0,hard review this. amazing little chip huge capacity supposed do. 5 stars.,2014-02-26,285,0,0,0,0,0.0,0.0,0.6621,pos
2390,"J. Oh ""99.98% of SciFi/Fantasy is CRAP... but...",5.0,"fairly cheap. good microsd fast 64gb memory flexible used everything flat memory cards, cameras, etc...",2013-07-13,513,0,0,0,0,0.0,0.0,0.5859,pos
2391,Jo,5.0,plug play! stuck phone within second ready go! great way add extra memory u use phones!,2013-09-20,444,0,0,0,0,0.0,0.0,0.8349,pos
2392,john181,4.0,"month best price, quick shipping massive storage. run speed test anything issues. edit review problem road.",2013-07-22,504,0,0,0,0,0.0,0.0,0.3612,pos
2393,john21710,5.0,loaded 2000 song still lot room left. work cell phone mp3 player,2014-01-27,315,0,0,0,0,0.0,0.0,0.0,neg
2394,johnathon ponce,5.0,buy it. could never commit paying much data 32gb filled quick. wasted money buying 32gb end still ended buying 64gb.,2014-03-31,252,0,0,0,0,0.0,0.0,-0.6234,neg
2395,John Baugher,5.0,"say.. sandisk.. adapter work well, fit great tablet, 32 gb lot space!",2014-01-13,329,0,0,0,0,0.0,0.0,0.8398,pos
2396,John Brady,5.0,"card fast, fast, fast. also hold photo video able take thus far. however, number item see relatively soon, looking 128 256 gb card. satisfied purchase.",2014-07-03,158,0,0,0,0,0.0,0.0,0.4767,pos
2397,John B Reardon,5.0,far good. fit right slot samsung s5,2014-07-07,154,0,0,0,0,0.0,0.0,0.6597,pos
2398,John B. Young,5.0,bought card use asus transformer book add external storage capacity. inserted slot provided immediately recognized driver installed. card appears available promised storage capacity &#34;my folder computer. able move file card intended. product fine price satisfactory.,2014-01-14,328,0,0,0,0,0.0,0.0,0.7003,pos
2399,John C. Bollinger,5.0,"price great, delivery time, plenty storage gopro hero 3, sd card adapter make thing much easier transfer file devices.",2012-12-24,714,0,0,0,0,0.0,0.0,0.8885,pos
